Aae-Bantam_pre	MI0013439
Cpi-Mir-10-P3c_pre	MI0029461
Cpi-Mir-101-P1-v1_pre	MI0029447
Cpi-Mir-101-P1-v2_pre	MI0029447
Cpi-Mir-101-P2-v1_pre	MI0029448
Cpi-Mir-101-P2-v2_pre	MI0029448
Cpi-Mir-103-P1_pre	MI0029449
Cpi-Mir-103-P2_pre	MI0029450
Cpi-Mir-103-P3_pre	MI0029453
Cpi-Mir-122_pre	MI0029454
Cpi-Mir-124-P1-v1_pre	MI0029455
Cpi-Mir-124-P1-v2_pre	MI0029455
Cpi-Mir-124-P2-v1_pre	MI0029456
Cpi-Mir-124-P2-v2_pre	MI0029456
Cpi-Mir-124-P3-v1_pre	MI0029457
Cpi-Mir-124-P3-v2_pre	MI0029457
Cpi-Mir-124-P4-v1_pre	MI0029458
Cpi-Mir-124-P4-v2_pre	MI0029458
Cpi-Mir-126-v1_pre	MI0029462
Cpi-Mir-126-v2_pre	MI0029462
Cpi-Mir-126-v3_pre	MI0029462
Cpi-Mir-128-P1_pre	MI0029463
Cpi-Mir-128-P2_pre	MI0029464
Cpi-Mir-129-P1_pre	MI0029465
Cpi-Mir-129-P2_pre	MI0029466
Cpi-Mir-130-P1a_pre	MI0029467
Cpi-Mir-130-P1b_pre	MI0029468
Cpi-Mir-130-P2a_pre	MI0029550
Cpi-Mir-130-P2b_pre	MI0029551
Cpi-Mir-130-P3a_pre	MI0029470
Cpi-Mir-130-P3b_pre	MI0029469
Cpi-Mir-130-P4b_pre	MI0029571
Cpi-Mir-132-P1_pre	MI0029471
Cpi-Mir-132-P2_pre	MI0029536
Cpi-Mir-1329_pre	MI0029588
Cpi-Mir-133-P1-v1_pre	MI0029473
Cpi-Mir-133-P1-v2_pre	MI0029473
Cpi-Mir-133-P2-v1_pre	MI0029472
Cpi-Mir-133-P2-v2_pre	MI0029472
Cpi-Mir-133-P3-v1_pre	MI0029474
Cpi-Mir-133-P3-v2_pre	MI0029474
Cpi-Mir-133-P4-v1_pre	MI0029475
Cpi-Mir-133-P4-v2_pre	MI0029475
Cpi-Mir-135-P1_pre	MI0029476
Cpi-Mir-135-P2_pre	MI0029477
Cpi-Mir-135-P3_pre	MI0029478
Cpi-Mir-137-P1-v1_pre	MI0029479
Cpi-Mir-137-P1-v2_pre	MI0029479
Cpi-Mir-137-P2_pre	MI0029480
Cpi-Mir-138-P2_pre	MI0029481
Cpi-Mir-1388_pre	MI0029589
Cpi-Mir-1397_pre	MI0029590
Cpi-Mir-139_pre	MI0029482
Cpi-Mir-140-v1_pre	MI0029483
Cpi-Mir-140-v2_pre	MI0029483
Cpi-Mir-1416_pre	MI0029591
Cpi-Mir-142-P3-v1_pre	MI0029484
Cpi-Mir-142-P3-v2_pre	MI0029484
Cpi-Mir-142-P3-v3_pre	MI0029484
Cpi-Mir-142-P3-v4_pre	MI0029484
Cpi-Mir-142-P4-v1_pre	MI0029485
Cpi-Mir-142-P4-v2_pre	MI0029485
Cpi-Mir-142-P4-v3_pre	MI0029485
Cpi-Mir-142-P4-v4_pre	MI0029485
Cpi-Mir-143_pre	MI0029486
Cpi-Mir-144_pre	MI0029487
Cpi-Mir-145_pre	MI0029488
Cpi-Mir-146-P1_pre	MI0029489
Cpi-Mir-146-P2_pre	MI0029490
Cpi-Mir-146-P3_pre	MI0029491
Cpi-Mir-147-v1_pre	MI0029492
Cpi-Mir-147-v2_pre	MI0029492
Cpi-Mir-148-P1_pre	MI0029493
Cpi-Mir-148-P2_pre	MI0029495
Cpi-Mir-148-P3_pre	MI0029494
Cpi-Mir-15-P1a_pre	MI0029398
Cpi-Mir-15-P1d_pre	MI0029399
Cpi-Mir-15-P2a_pre	MI0029400
Cpi-Mir-153-P1_pre	MI0029496
Cpi-Mir-153-P2_pre	MI0029497
Cpi-Mir-155_pre	MI0029498
Cpi-Mir-1641_pre	MI0029592
Cpi-Mir-1662_pre	MI0029593
Cpi-Mir-1677-P1a1_pre	MI0029600
Cpi-Mir-1677-P1a2_pre	MI0029600
Cpi-Mir-1677-P1b_pre	MI0029601
Cpi-Mir-1677-P4_pre	MI0029604
Cpi-Mir-1677-o6_pre	MI0029594
Cpi-Mir-1677-o7_pre	MI0029595
Cpi-Mir-1677-o8_pre	MI0029602
Cpi-Mir-17-P1a_pre	MI0029637
Cpi-Mir-17-P1b_pre	MI0029451
Cpi-Mir-17-P1c_pre	MI0029441
Cpi-Mir-17-P2a_pre	MI0029402
Cpi-Mir-17-P2b_pre	MI0029403
Cpi-Mir-17-P3a_pre	MI0029407
Cpi-Mir-17-P3b_pre	MI0029408
Cpi-Mir-17-P3c_pre	MI0029452
Cpi-Mir-1720_pre	MI0029603
Cpi-Mir-1788_pre	MI0029605
Cpi-Mir-1805_pre	MI0029607
Cpi-Mir-181-P1a_pre	MI0029500
Cpi-Mir-181-P1b_pre	MI0029501
Cpi-Mir-181-P1c_pre	MI0029502
Cpi-Mir-181-P2a_pre	MI0029503
Cpi-Mir-181-P2b_pre	MI0029504
Cpi-Mir-181-P2c_pre	MI0029505
Cpi-Mir-184_pre	MI0029508
Cpi-Mir-187_pre	MI0029509
Cpi-Mir-19-P1_pre	MI0029404
Cpi-Mir-19-P2a_pre	MI0029405
Cpi-Mir-19-P2b_pre	MI0029406
Cpi-Mir-190-P1_pre	MI0029510
Cpi-Mir-190-P2_pre	MI0029511
Cpi-Mir-191_pre	MI0029512
Cpi-Mir-192-P1_pre	MI0029513
Cpi-Mir-192-P2_pre	MI0029538
Cpi-Mir-193-P1a_pre	MI0029514
Cpi-Mir-193-P1b_pre	MI0029515
Cpi-Mir-193-P2a_pre	MI0029560
Cpi-Mir-193-P2b_pre	MI0029559
Cpi-Mir-194-P1_pre	MI0029517
Cpi-Mir-194-P2_pre	MI0029516
Cpi-Mir-196-P1_pre	MI0029518
Cpi-Mir-196-P2_pre	MI0029519
Cpi-Mir-196-P3_pre	MI0029520
Cpi-Mir-199-P1-v1_pre	MI0029523
Cpi-Mir-199-P1-v2_pre	MI0029523
Cpi-Mir-199-P1-v3_pre	MI0029523
Cpi-Mir-199-P2-v1_pre	MI0029521
Cpi-Mir-199-P2-v2_pre	MI0029521
Cpi-Mir-199-P2-v3_pre	MI0029521
Cpi-Mir-199-P3-v1_pre	MI0029522
Cpi-Mir-199-P3-v2_pre	MI0029522
Cpi-Mir-199-P3-v3_pre	MI0029522
Cpi-Mir-202_pre	MI0029526
Cpi-Mir-203-v1_pre	MI0029527
Cpi-Mir-203-v2_pre	MI0029527
Cpi-Mir-204-P1_pre	MI0029528
Cpi-Mir-204-P2_pre	MI0029529
Cpi-Mir-204-P3_pre	MI0029530
Cpi-Mir-205-P1_pre	MI0029531
Cpi-Mir-205-P2_pre	MI0029532
Cpi-Mir-208-P1_pre	MI0029534
Cpi-Mir-210_pre	MI0029535
Cpi-Mir-214-v1_pre	MI0029537
Cpi-Mir-214-v2_pre	MI0029537
Cpi-Mir-216-P1a_pre	MI0029539
Cpi-Mir-216-P1b_pre	MI0029540
Cpi-Mir-217-v1_pre	MI0029541
Cpi-Mir-217-v2_pre	MI0029541
Cpi-Mir-218-P1_pre	MI0029542
Cpi-Mir-218-P2_pre	MI0029543
Cpi-Mir-2184_pre	MI0029608
Cpi-Mir-2188_pre	MI0029609
Cpi-Mir-219-P1_pre	MI0029544
Cpi-Mir-219-P2_pre	MI0029545
Cpi-Mir-21_pre	MI0029409
Cpi-Mir-22-P1a_pre	MI0029410
Cpi-Mir-221-P1_pre	MI0029546
Cpi-Mir-221-P2_pre	MI0029547
Cpi-Mir-221-P3_pre	MI0029548
Cpi-Mir-223_pre	MI0029549
Cpi-Mir-23-P1_pre	MI0029411
Cpi-Mir-23-P2_pre	MI0029412
Cpi-Mir-24-P1_pre	MI0029414
Cpi-Mir-24-P2_pre	MI0029413
Cpi-Mir-26-P1_pre	MI0029417
Cpi-Mir-26-P2_pre	MI0029416
Cpi-Mir-26-P3_pre	MI0029415
Cpi-Mir-27-P1_pre	MI0029418
Cpi-Mir-27-P2_pre	MI0029419
Cpi-Mir-29-P1a_pre	MI0029420
Cpi-Mir-29-P1b_pre	MI0029421
Cpi-Mir-29-P2a_pre	MI0029422
Cpi-Mir-29-P2b-v1_pre	MI0029423
Cpi-Mir-29-P2b-v2_pre	MI0029423
Cpi-Mir-2970_pre	MI0029610
Cpi-Mir-30-P1a_pre	MI0029424
Cpi-Mir-30-P1b_pre	MI0029429
Cpi-Mir-30-P1c_pre	MI0029428
Cpi-Mir-30-P2a_pre	MI0029427
Cpi-Mir-30-P2b_pre	MI0029426
Cpi-Mir-30-P2c_pre	MI0029425
Cpi-Mir-31_pre	MI0029430
Cpi-Mir-32_pre	MI0029431
Cpi-Mir-33-P1_pre	MI0029432
Cpi-Mir-33-P2_pre	MI0029433
Cpi-Mir-338-P1_pre	MI0029556
Cpi-Mir-338-P2_pre	MI0029557
Cpi-Mir-34-P1_pre	MI0029434
Cpi-Mir-34-P2a_pre	MI0029435
Cpi-Mir-34-P2b_pre	MI0029436
Cpi-Mir-34-P3a_pre	MI0029566
Cpi-Mir-34-P3b_pre	MI0029567
Cpi-Mir-34-P3c_pre	MI0029568
Cpi-Mir-34-P3d_pre	MI0029569
Cpi-Mir-375_pre	MI0029562
Cpi-Mir-383-v1_pre	MI0029563
Cpi-Mir-383-v2_pre	MI0029563
Cpi-Mir-425_pre	MI0029564
Cpi-Mir-430-P1_pre	MI0029552
Cpi-Mir-430-P2_pre	MI0029553
Cpi-Mir-430-P3_pre	MI0029554
Cpi-Mir-430-P4_pre	MI0029555
Cpi-Mir-451_pre	MI0029570
Cpi-Mir-455_pre	MI0029572
Cpi-Mir-456_pre	MI0029573
Cpi-Mir-458_pre	MI0029574
Cpi-Mir-459_pre	MI0029575
Cpi-Mir-460-P1_pre	MI0029576
Cpi-Mir-460-P2_pre	MI0029577
Cpi-Mir-489-v1_pre	MI0029578
Cpi-Mir-489-v2_pre	MI0029578
Cpi-Mir-490_pre	MI0029579
Cpi-Mir-499_pre	MI0029580
Cpi-Mir-551-P1_pre	MI0029581
Cpi-Mir-551-P2_pre	MI0029582
Cpi-Mir-599_pre	MI0029583
Cpi-Mir-7-P1_pre	MI0029387
Cpi-Mir-7-P2_pre	MI0029388
Cpi-Mir-7-P3_pre	MI0029389
Cpi-Mir-7-P4_pre	MI0029390
Cpi-Mir-726_pre	MI0029584
Cpi-Mir-727_pre	MI0029638
Cpi-Mir-737_pre	MI0029585
Cpi-Mir-8-P1a_pre	MI0029524
Cpi-Mir-8-P2a_pre	MI0029525
Cpi-Mir-8-P3a_pre	MI0029565
Cpi-Mir-875_pre	MI0029586
Cpi-Mir-9-P1_pre	MI0029391
Cpi-Mir-9-P2_pre	MI0029392
Cpi-Mir-9-P3_pre	MI0029393
Cpi-Mir-9-P4_pre	MI0029394
Cpi-Mir-92-P1a_pre	MI0029437
Cpi-Mir-92-P1b_pre	MI0029438
Cpi-Mir-92-P1c_pre	MI0029439
Cpi-Mir-92-P2a_pre	MI0029561
Cpi-Mir-92-P2b_pre	MI0029558
Cpi-Mir-9578_pre	MI0029614
Cpi-Mir-9579_pre	MI0029615
Cpi-Mir-9580_pre	MI0029617
Cpi-Mir-9581_pre	MI0029618
Cpi-Mir-9583_pre	MI0029620
Cpi-Mir-9584_pre	MI0029621
Cpi-Mir-9585_pre	MI0029622
Cpi-Mir-9586_pre	MI0029623
Cpi-Mir-9587_pre	MI0029624
Cpi-Mir-9588_pre	MI0029625
Cpi-Mir-9589_pre	MI0029626
Cpi-Mir-9590_pre	MI0029627
Cpi-Mir-9592_pre	MI0029629
Cpi-Mir-9593_pre	MI0029630
Cpi-Mir-9594_pre	MI0029631
Cpi-Mir-9595_pre	MI0029632
Cpi-Mir-9597_pre	MI0029634
Cpi-Mir-96-P1_pre	MI0029442
Cpi-Mir-96-P2_pre	MI0029506
Cpi-Mir-96-P3-v1_pre	MI0029507
Cpi-Mir-96-P3-v2_pre	MI0029507
Cpi-Novel-1_pre	MI0029616
Cpo-Let-7-P1a_pre	MI0038541
Cpo-Let-7-P1b_pre	MI0038546
Cpo-Let-7-P1c_pre	MI0038544
Cpo-Let-7-P2a1_pre	MI0038540
Cpo-Let-7-P2a2_pre	MI0038542
Cpo-Let-7-P2a3_pre	MI0038548
Cpo-Let-7-P2b1_pre	MI0038547
Cpo-Let-7-P2b2_pre	MI0038543
Cpo-Let-7-P2b3_pre	MI0038609
Cpo-Let-7-P2c1_pre	MI0038545
Cpo-Let-7-P2c2_pre	MI0038550
Cpo-Let-7-P2c3_pre	MI0038549
Cpo-Mir-1-P1_pre	MI0038551
Cpo-Mir-1-P2_pre	MI0038552
Cpo-Mir-1-P3_pre	MI0038699
Cpo-Mir-10-P1a-v1_pre	MI0038559
Cpo-Mir-10-P1a-v2_pre	MI0038559
Cpo-Mir-10-P1b-v1_pre	MI0038560
Cpo-Mir-10-P1b-v2_pre	MI0038560
Cpo-Mir-10-P2a_pre	MI0038612
Cpo-Mir-10-P2b_pre	MI0038611
Cpo-Mir-10-P2c_pre	MI0038610
Cpo-Mir-10-P3a_pre	MI0038625
Cpo-Mir-10-P3b_pre	MI0038624
Cpo-Mir-10-P3c_pre	MI0038626
Cpo-Mir-101-P1-v1_pre	MI0038613
Cpo-Mir-101-P1-v2_pre	MI0038613
Cpo-Mir-101-P2-v1_pre	MI0038614
Cpo-Mir-101-P2-v2_pre	MI0038614
Cpo-Mir-103-P1_pre	MI0038615
Cpo-Mir-103-P2_pre	MI0038616
Cpo-Mir-103-P3_pre	MI0038620
Cpo-Mir-105-P2_pre	MI0038617
Cpo-Mir-12072_pre	MI0038872
Cpo-Mir-12073_pre	MI0038873
Cpo-Mir-12074_pre	MI0038874
Cpo-Mir-12075_pre	MI0038875
Cpo-Mir-12076_pre	MI0038876
Cpo-Mir-12077_pre	MI0038877
Cpo-Mir-12078_pre	MI0038878
Cpo-Mir-12079_pre	MI0038880
Cpo-Mir-12080_pre	MI0038881
Cpo-Mir-12081_pre	MI0038882
Cpo-Mir-12082_pre	MI0038883
Cpo-Mir-12083_pre	MI0038884
Cpo-Mir-12084_pre	MI0038885
Cpo-Mir-122_pre	MI0038621
Cpo-Mir-124-P1-v1_pre	MI0038622
Cpo-Mir-124-P1-v2_pre	MI0038622
Cpo-Mir-124-P2-v1_pre	MI0038623
Cpo-Mir-124-P2-v2_pre	MI0038623
Cpo-Mir-1247_pre	MI0038852
Cpo-Mir-1251_pre	MI0038853
Cpo-Mir-126-v1_pre	MI0038627
Cpo-Mir-126-v2_pre	MI0038627
Cpo-Mir-126-v3_pre	MI0038627
Cpo-Mir-1271_pre	MI0038855
Cpo-Mir-1277_pre	MI0038856
Cpo-Mir-127_pre	MI0038628
Cpo-Mir-128-P1_pre	MI0038629
Cpo-Mir-128-P2_pre	MI0038630
Cpo-Mir-129-P1_pre	MI0038631
Cpo-Mir-129-P2_pre	MI0038632
Cpo-Mir-1296_pre	MI0038857
Cpo-Mir-1298_pre	MI0038858
Cpo-Mir-130-P1a_pre	MI0038633
Cpo-Mir-130-P1b_pre	MI0038634
Cpo-Mir-130-P2a_pre	MI0038719
Cpo-Mir-130-P2b_pre	MI0038720
Cpo-Mir-130-P4a_pre	MI0038784
Cpo-Mir-1301_pre	MI0038859
Cpo-Mir-132-P1_pre	MI0038635
Cpo-Mir-132-P2_pre	MI0038704
Cpo-Mir-133-P1-v1_pre	MI0038636
Cpo-Mir-133-P1-v2_pre	MI0038636
Cpo-Mir-133-P2-v1_pre	MI0038637
Cpo-Mir-133-P2-v2_pre	MI0038637
Cpo-Mir-133-P3-v1_pre	MI0038638
Cpo-Mir-133-P3-v2_pre	MI0038638
Cpo-Mir-1343_pre	MI0038860
Cpo-Mir-134_pre	MI0038639
Cpo-Mir-135-P1_pre	MI0038640
Cpo-Mir-135-P2_pre	MI0038641
Cpo-Mir-135-P3_pre	MI0038642
Cpo-Mir-136-v1_pre	MI0038643
Cpo-Mir-136-v2_pre	MI0038643
Cpo-Mir-1379_pre	MI0038861
Cpo-Mir-138-P1_pre	MI0038644
Cpo-Mir-138-P2_pre	MI0038645
Cpo-Mir-1388_pre	MI0038862
Cpo-Mir-139_pre	MI0038646
Cpo-Mir-140-v1_pre	MI0038647
Cpo-Mir-140-v2_pre	MI0038647
Cpo-Mir-142-v1_pre	MI0038649
Cpo-Mir-142-v2_pre	MI0038649
Cpo-Mir-142-v3_pre	MI0038649
Cpo-Mir-142-v4_pre	MI0038649
Cpo-Mir-143_pre	MI0038650
Cpo-Mir-144-v1_pre	MI0038651
Cpo-Mir-144-v2_pre	MI0038651
Cpo-Mir-145_pre	MI0038652
Cpo-Mir-146-P1_pre	MI0038653
Cpo-Mir-146-P2_pre	MI0038654
Cpo-Mir-147-v1_pre	MI0038655
Cpo-Mir-147-v2_pre	MI0038655
Cpo-Mir-148-P1_pre	MI0038656
Cpo-Mir-148-P2_pre	MI0038661
Cpo-Mir-148-P3_pre	MI0038657
Cpo-Mir-149_pre	MI0038658
Cpo-Mir-15-P1a_pre	MI0038561
Cpo-Mir-15-P1b_pre	MI0038562
Cpo-Mir-15-P1c_pre	MI0038797
Cpo-Mir-15-P1d_pre	MI0038770
Cpo-Mir-15-P2a_pre	MI0038563
Cpo-Mir-15-P2b_pre	MI0038564
Cpo-Mir-15-P2c_pre	MI0038684
Cpo-Mir-15-P2d_pre	MI0038803
Cpo-Mir-150_pre	MI0038659
Cpo-Mir-153-P2_pre	MI0038662
Cpo-Mir-154-P10_pre	MI0038762
Cpo-Mir-154-P12_pre	MI0038766
Cpo-Mir-154-P13_pre	MI0038767
Cpo-Mir-154-P14_pre	MI0038768
Cpo-Mir-154-P15_pre	MI0038787
Cpo-Mir-154-P16_pre	MI0038789
Cpo-Mir-154-P17_pre	MI0038790
Cpo-Mir-154-P18_pre	MI0038794
Cpo-Mir-154-P19_pre	MI0038795
Cpo-Mir-154-P1_pre	MI0038663
Cpo-Mir-154-P2-v1_pre	MI0038718
Cpo-Mir-154-P2-v2_pre	MI0038718
Cpo-Mir-154-P20-v1_pre	MI0038796
Cpo-Mir-154-P20-v2_pre	MI0038796
Cpo-Mir-154-P21_pre	MI0038818
Cpo-Mir-154-P22_pre	MI0038821
Cpo-Mir-154-P23_pre	MI0038829
Cpo-Mir-154-P24_pre	MI0038830
Cpo-Mir-154-P25_pre	MI0038831
Cpo-Mir-154-P26_pre	MI0038840
Cpo-Mir-154-P27_pre	MI0038848
Cpo-Mir-154-P28_pre	MI0038849
Cpo-Mir-154-P29_pre	MI0038850
Cpo-Mir-154-P30_pre	MI0038851
Cpo-Mir-154-P31_pre	MI0038870
Cpo-Mir-154-P3a-v1_pre	MI0038725
Cpo-Mir-154-P3a-v2_pre	MI0038725
Cpo-Mir-154-P3b_pre	MI0038726
Cpo-Mir-154-P4_pre	MI0038730
Cpo-Mir-154-P5_pre	MI0038748
Cpo-Mir-154-P6_pre	MI0038757
Cpo-Mir-154-P7_pre	MI0038759
Cpo-Mir-154-P8_pre	MI0038760
Cpo-Mir-154-P9_pre	MI0038761
Cpo-Mir-155_pre	MI0038664
Cpo-Mir-17-P1a_pre	MI0038565
Cpo-Mir-17-P1b_pre	MI0038618
Cpo-Mir-17-P1c_pre	MI0038606
Cpo-Mir-17-P2a_pre	MI0038566
Cpo-Mir-17-P2b_pre	MI0038567
Cpo-Mir-17-P3a_pre	MI0038571
Cpo-Mir-17-P3b_pre	MI0038572
Cpo-Mir-17-P3c_pre	MI0038619
Cpo-Mir-181-P1a_pre	MI0038665
Cpo-Mir-181-P1b_pre	MI0038666
Cpo-Mir-181-P1c_pre	MI0038669
Cpo-Mir-181-P2a_pre	MI0038667
Cpo-Mir-181-P2b_pre	MI0038668
Cpo-Mir-1842-v1_pre	MI0038863
Cpo-Mir-1842-v2_pre	MI0038863
Cpo-Mir-184_pre	MI0038672
Cpo-Mir-185_pre	MI0038673
Cpo-Mir-186_pre	MI0038674
Cpo-Mir-187_pre	MI0038675
Cpo-Mir-188-P1_pre	MI0038676
Cpo-Mir-188-P2_pre	MI0038817
Cpo-Mir-188-P3_pre	MI0038832
Cpo-Mir-19-P1_pre	MI0038568
Cpo-Mir-19-P2a_pre	MI0038569
Cpo-Mir-19-P2b_pre	MI0038570
Cpo-Mir-190-P1_pre	MI0038677
Cpo-Mir-190-P2_pre	MI0038678
Cpo-Mir-191_pre	MI0038679
Cpo-Mir-192-P1_pre	MI0038680
Cpo-Mir-192-P2_pre	MI0038706
Cpo-Mir-193-P1a_pre	MI0038681
Cpo-Mir-193-P1b_pre	MI0038682
Cpo-Mir-193-P2a_pre	MI0038746
Cpo-Mir-193-P2b_pre	MI0038745
Cpo-Mir-194-P1_pre	MI0038683
Cpo-Mir-196-P1_pre	MI0038685
Cpo-Mir-196-P2_pre	MI0038686
Cpo-Mir-196-P3_pre	MI0038687
Cpo-Mir-197_pre	MI0038688
Cpo-Mir-199-P1-v1_pre	MI0038691
Cpo-Mir-199-P1-v2_pre	MI0038691
Cpo-Mir-199-P1-v3_pre	MI0038691
Cpo-Mir-199-P2-v1_pre	MI0038689
Cpo-Mir-199-P2-v2_pre	MI0038689
Cpo-Mir-199-P2-v3_pre	MI0038689
Cpo-Mir-199-P3-v1_pre	MI0038690
Cpo-Mir-199-P3-v2_pre	MI0038690
Cpo-Mir-199-P3-v3_pre	MI0038690
Cpo-Mir-202_pre	MI0038695
Cpo-Mir-203-v1_pre	MI0038696
Cpo-Mir-203-v2_pre	MI0038696
Cpo-Mir-204-P1_pre	MI0038697
Cpo-Mir-204-P2_pre	MI0038703
Cpo-Mir-205-P1_pre	MI0038698
Cpo-Mir-208-P1_pre	MI0038700
Cpo-Mir-208-P2_pre	MI0038701
Cpo-Mir-210_pre	MI0038702
Cpo-Mir-214-v1_pre	MI0038705
Cpo-Mir-214-v2_pre	MI0038705
Cpo-Mir-216-P1a_pre	MI0038707
Cpo-Mir-216-P1b_pre	MI0038708
Cpo-Mir-217-v1_pre	MI0038709
Cpo-Mir-217-v2_pre	MI0038709
Cpo-Mir-218-P1_pre	MI0038710
Cpo-Mir-218-P2_pre	MI0038711
Cpo-Mir-219-P2_pre	MI0038712
Cpo-Mir-21_pre	MI0038573
Cpo-Mir-22-P1a_pre	MI0038574
Cpo-Mir-221-P1_pre	MI0038713
Cpo-Mir-221-P2_pre	MI0038714
Cpo-Mir-223_pre	MI0038715
Cpo-Mir-224_pre	MI0038716
Cpo-Mir-23-P1_pre	MI0038575
Cpo-Mir-23-P2_pre	MI0038576
Cpo-Mir-2355_pre	MI0038864
Cpo-Mir-2387_pre	MI0038865
Cpo-Mir-24-P1_pre	MI0038578
Cpo-Mir-24-P2_pre	MI0038577
Cpo-Mir-26-P1_pre	MI0038582
Cpo-Mir-26-P2_pre	MI0038581
Cpo-Mir-26-P3_pre	MI0038580
Cpo-Mir-27-P1_pre	MI0038583
Cpo-Mir-27-P2_pre	MI0038584
Cpo-Mir-28-P1_pre	MI0038585
Cpo-Mir-28-P2_pre	MI0038660
Cpo-Mir-28-P3_pre	MI0038838
Cpo-Mir-29-P1a_pre	MI0038586
Cpo-Mir-29-P1b_pre	MI0038589
Cpo-Mir-29-P2a_pre	MI0038587
Cpo-Mir-29-P2b_pre	MI0038588
Cpo-Mir-296_pre	MI0038717
Cpo-Mir-30-P1a_pre	MI0038590
Cpo-Mir-30-P1b_pre	MI0038595
Cpo-Mir-30-P1c_pre	MI0038594
Cpo-Mir-30-P2a_pre	MI0038593
Cpo-Mir-30-P2b_pre	MI0038592
Cpo-Mir-30-P2c_pre	MI0038591
Cpo-Mir-3059_pre	MI0038866
Cpo-Mir-3085_pre	MI0038867
Cpo-Mir-31_pre	MI0038596
Cpo-Mir-324_pre	MI0038727
Cpo-Mir-326_pre	MI0038728
Cpo-Mir-328_pre	MI0038729
Cpo-Mir-32_pre	MI0038597
Cpo-Mir-33-P1_pre	MI0038598
Cpo-Mir-33-P2_pre	MI0038599
Cpo-Mir-330-v1_pre	MI0038731
Cpo-Mir-330-v2_pre	MI0038731
Cpo-Mir-331_pre	MI0038732
Cpo-Mir-335_pre	MI0038733
Cpo-Mir-337-v1_pre	MI0038734
Cpo-Mir-337-v2_pre	MI0038734
Cpo-Mir-338-P1_pre	MI0038735
Cpo-Mir-339_pre	MI0038736
Cpo-Mir-34-P1_pre	MI0038600
Cpo-Mir-34-P2a_pre	MI0038601
Cpo-Mir-34-P2b_pre	MI0038602
Cpo-Mir-34-P3a_pre	MI0038777
Cpo-Mir-34-P3c_pre	MI0038778
Cpo-Mir-340_pre	MI0038737
Cpo-Mir-342_pre	MI0038738
Cpo-Mir-345_pre	MI0038739
Cpo-Mir-346_pre	MI0038740
Cpo-Mir-350_pre	MI0038741
Cpo-Mir-361-v1_pre	MI0038742
Cpo-Mir-361-v2_pre	MI0038742
Cpo-Mir-3613_pre	MI0038869
Cpo-Mir-362-P1_pre	MI0038743
Cpo-Mir-362-P3_pre	MI0038801
Cpo-Mir-362-P4_pre	MI0038802
Cpo-Mir-362-P5_pre	MI0038800
Cpo-Mir-370_pre	MI0038749
Cpo-Mir-374-P1_pre	MI0038751
Cpo-Mir-375_pre	MI0038752
Cpo-Mir-376-P1_pre	MI0038753
Cpo-Mir-376-P3_pre	MI0038754
Cpo-Mir-376-P4_pre	MI0038755
Cpo-Mir-378_pre	MI0038758
Cpo-Mir-383-v1_pre	MI0038763
Cpo-Mir-383-v2_pre	MI0038763
Cpo-Mir-423_pre	MI0038769
Cpo-Mir-425_pre	MI0038771
Cpo-Mir-430-P1_pre	MI0038721
Cpo-Mir-430-P2_pre	MI0038722
Cpo-Mir-430-P3_pre	MI0038723
Cpo-Mir-430-P4_pre	MI0038724
Cpo-Mir-430-P5_pre	MI0038750
Cpo-Mir-430-o8_pre	MI0038879
Cpo-Mir-431_pre	MI0038773
Cpo-Mir-432_pre	MI0038774
Cpo-Mir-433_pre	MI0038775
Cpo-Mir-448_pre	MI0038776
Cpo-Mir-450-P1_pre	MI0038779
Cpo-Mir-450-P2_pre	MI0038780
Cpo-Mir-450-P3_pre	MI0038781
Cpo-Mir-452-v1_pre	MI0038783
Cpo-Mir-452-v2_pre	MI0038783
Cpo-Mir-455_pre	MI0038785
Cpo-Mir-459_pre	MI0038843
Cpo-Mir-483_pre	MI0038786
Cpo-Mir-486_pre	MI0038788
Cpo-Mir-490_pre	MI0038791
Cpo-Mir-491_pre	MI0038792
Cpo-Mir-493_pre	MI0038793
Cpo-Mir-499_pre	MI0038798
Cpo-Mir-504-v1_pre	MI0038804
Cpo-Mir-504-v2_pre	MI0038804
Cpo-Mir-505-v1_pre	MI0038805
Cpo-Mir-505-v2_pre	MI0038805
Cpo-Mir-506-P1_pre	MI0038806
Cpo-Mir-506-P2a_pre	MI0038807
Cpo-Mir-506-P2b_pre	MI0038808
Cpo-Mir-506-P2c_pre	MI0038809
Cpo-Mir-506-P6_pre	MI0038868
Cpo-Mir-506-o1_pre	MI0038810
Cpo-Mir-506-o2_pre	MI0038811
Cpo-Mir-506-o3_pre	MI0038812
Cpo-Mir-506-o4_pre	MI0038813
Cpo-Mir-506-o5_pre	MI0038814
Cpo-Mir-506-o6_pre	MI0038816
Cpo-Mir-506-o7_pre	MI0038764
Cpo-Mir-511_pre	MI0038815
Cpo-Mir-541_pre	MI0038819
Cpo-Mir-542_pre	MI0038820
Cpo-Mir-551-P2_pre	MI0038823
Cpo-Mir-574_pre	MI0038824
Cpo-Mir-582_pre	MI0038825
Cpo-Mir-615_pre	MI0038826
Cpo-Mir-6529_pre	MI0038871
Cpo-Mir-652_pre	MI0038827
Cpo-Mir-653_pre	MI0038828
Cpo-Mir-670_pre	MI0038833
Cpo-Mir-671_pre	MI0038834
Cpo-Mir-672_pre	MI0038835
